ID;Debut;Fin;Statut;Produits HT;Livraison HT;Livraison TTC;Total HT;Total TVA;Total TTC;Comission HT;Comission TTC;Commandes remboursees TTC;Comissions remboursees TTC;Vendeur;Commandes
318;15-09-2020  20:08;30-09-2020  16:08;close;2516.24;240.20;290.00;2756.44;553.06;3309.50;358.52;430.24;50.00;6.50;Innoquipe;LNPKQSREJ,HBHOJGNHE,GAWMOGLAM,MTTHFMIAS,GQDAQWUMS,NAMSGIWGW,EGKGQEJVA,GEWAZWNQE,CPYUWDJZN,HKMUZNEEP,EXNKWFOAZ,SKITHVGRF,CSVZHYHHN,TMZEVVWZL,JJKMCJGXN,XMGTUUGHO,OUIRJCSKZ,QRQGDXQYM,ZDUKKLPZL,SAIORATKY,BHHHUXFOY,IAAKQLLNQ,DGEQQCDVV,VHNQVQCRK,JPNLGTRPZ,BODKDRTDN,CBWBNPFVF,IGRWLVLSR,KTCEODTCK,NNLWDAFIA,QRGUBLMFU
317;15-09-2020  20:07;15-10-2020  13:19;close;380.00;121.00;145.20;501.00;100.20000000000005;601.20;60.12;72.14;0;0;CIDI Event;EZKHAFQYV,QIQBCIAAR,QIQBCIAAR
316;15-09-2020  20:05;;open;0;0;0;0;0;0;0;0;0;0;Sveltus;
315;15-09-2020  19:50;30-09-2020  16:08;close;1081.91;222.00;266.40;1303.91;260.75;1564.66;156.47;187.76;0;0;VW Sports;HNASPRBVK,QLAYSIUGV,GYPATMGSN,SYVFYLEID,RIGTKNFRU,CWVWYBCJV,PPSMSBIWA,OTUZSOBNR,RCMYCFYNV
314;15-09-2020  17:51;30-09-2020  16:08;close;4176.60;141.56;164.01;4318.16;857.8100000000004;5175.97;524.39;524.39;0;0;Netsportique;DLGMITAAN,MTTHFMIAS,MRQGNSBUC,EGKGQEJVA,HNASPRBVK,DGWXRVZUA,CQTLBYFCR,CPYUWDJZN,TEMUMKXMO,IRCUODDRT,ASOYELMLQ,AWYJNZQOU,WQQXSBPDE,YUAMXPHDA,GIXYYYHFC,QONAHPMME,AEOXQFMND,WCDHVNZBC,EXMVBNQWR,IBNKWBZPZ,OYMUJGFAD,UZDDKZWXH
313;14-09-2020  13:35;06-10-2020  13:29;close;5905.33;0.00;0.00;5905.33;1181.0500000000002;7086.38;708.63;850.36;126.56;15.19;Sodex International;GNHXEIHCL,KDPJFJGEN,YUAMXPHDA,GIXYYYHFC,CPWAFHETM,MYGUCPWCW,MQYPCNRPO,YGPHIAJIN,QITPHLHFJ,WQELOMUSM,VQCQJRBBN,BMWADUMYJ,NZEQDVZGU,GXIZRVRTO,NIWHRKQUK,OMKHXFFYT,NALOINCVM,ITTNOQUEP,OFFRHNKJD,MZERRMMDY,LASHLDZME,VZZRIMPFK,IKIEJVUVX,KUERKFJTZ,MJLESTHGF,RSYAVWMTL
311;07-09-2020  09:02;22-09-2020  14:05;close;742.31;99.00;118.80;841.31;168.2600000000001;1009.57;100.96;121.15;0;0;Casal Sport;WJYLXIEVR,MBAHVIURJ,HZITGUWAQ,MIVHQJUME,QPAPMJWHB,WLLFZMQMZ,TXFBLGOUG,GHPEPYEUW,SNGQYKWEC,ULCQWNRMK
310;02-09-2020  11:58;;open;0;0;0;0;0;0;0;0;0;0;TERBASOL;
309;25-06-2020  11:14;15-10-2020  13:19;close;400.00;0.00;0.00;400.00;0;400.00;43.33;52.00;400.00;52.00;Vendeur Carte Cadeau;XREROIJHB
308;01-09-2020  12:33;;close;349.02;20.00;24.00;369.02;69.04000000000002;438.06;47.46;56.95;0;0;CLICK FOR TENNIS;JVRQVINHB,WGBJDPRLX
303;01-09-2020  12:33;15-09-2020  17:51;close;1653.29;33.28;39.09;1686.57;336.47;2023.04;219.15;219.15;124.99;13.54;Netsportique;AGUXHPUMW,IHUEIKHJY,TINHVFSLQ,UWBOWAKFM,NAMSGIWGW,WHNCOCLKG,VQHHUAKYB,XNUQZBYOW
304;01-09-2020  12:33;15-09-2020  17:51;close;2217.96;333.50;400.20;2551.46;510.3000000000002;3061.76;306.17;367.41;51.24;6.15;Manutan Collectivités;HPVSYLXKS,MHUTPDJVS,LNNIBOMYN,SGXFSRPGX,MKKYOWXXR,MBOXFQLHJ,XAQZURMAE,FPAQVOWTL,YUNAGFHOY,QGKPYVDRL,FQHEPFMYX,KQXEXOZWH,RUICOJOQG,WZJJQHWQW,PCGXODLGV,VXHEKBBVD,GOIXCQBRK,QTOMTMHKR,XAGMNYQTM
305;01-09-2020  12:33;15-09-2020  19:50;close;1859.27;416.00;488.80;2275.27;444.5300000000002;2719.80;271.98;326.39;0;0;VW Sports;RHZWQZRWN,EHULGHRVO,VYQYKLQJZ,WGBJDPRLX,AOACNFTQG,GAWMOGLAM,GLQCUDTBZ,WVJSZASNH,VURXXJYBL,WWXOPZXOV,PPLJSCNAD,TINHVFSLQ,EJHMZHTSD,UWBOWAKFM,JFNFXHIIZ,WQTJQMKYV,VQHHUAKYB
306;01-09-2020  12:33;;close;318.40;0.00;0.00;318.40;63.68000000000001;382.08;41.39;49.66;0;0;CMJN IMPRESSION;NHGGFVFNH,QYYIYJTLL,WVIXZCNMG
307;01-09-2020  12:33;30-09-2020  16:08;close;533.77;21.00;25.20;554.77;110.93000000000006;665.70;66.57;79.89;421.90;50.63;SLS Distribution;EOESHMRWC,EGKGQEJVA,EXNKWFOAZ,OPXUMOZPS,XMGTUUGHO,MGHGISPVA
298;01-09-2020  12:33;30-09-2020  16:08;close;3230.26;0.00;0.00;3230.26;649.9299999999998;3880.19;388.08;465.69;1100.46;132.06;LSC Maintenance;PRKDHAWJU,AUNNHJUDV,WSWSAJZPQ,CUXUBUKFX,QRLRTDKLN,AICTRMXDZ,QKEUFIZBN,TMSCKIPIT,MXHMIABHQ,APIWHGDMX,LMVDIVKCP,NTAARLPMN,SMESCHOZF,CBWBNPFVF,NLJERNIUH,TDOYSIBGZ,BOSTUUSUN,IBRPCRGOW,JPZWDKPWL,ZJMWSSTGV,YWYGWMJLU
299;01-09-2020  12:33;15-09-2020  20:10;close;593.72;20.00;24.00;613.72;122.74000000000001;736.46;73.65;88.38;0;0;Tennis Scorer;MHPPNDODI,YBUEKPFFJ,SYKWJBYMM
300;01-09-2020  12:33;15-09-2020  20:09;close;65.25;11.50;13.80;76.75;15.349999999999994;92.10;8.05;9.66;0;0;SCFR Impex;YUAMZMASM
301;01-09-2020  12:33;30-09-2020  16:08;close;5437.68;415.00;498.00;5852.68;1170.62;7023.30;760.86;913.01;1095.40;142.40;Huck Occitania;SIMLSWYMP,HQHWSWNEC,OVBHHNSQF,GBEPMGRTO,QUXVQERFL,KKXZBKLPW,VQHHUAKYB,QUKZLJNON,DSVFEQIPX,PRKDHAWJU,GYPATMGSN,LRIAEEXRU,HOMAQPXJX,TCKUODWFM,CPWAFHETM,MYGUCPWCW,ZDUKKLPZL,AEOXQFMND,EORLBPBVF,DOIQNOZDC,WLCGBJNMQ
302;01-09-2020  12:33;15-09-2020  20:08;close;10.00;5.00;6.00;15.00;3;18.00;1.95;2.34;0;0;Innoquipe;UVOMMJTXM
297;01-09-2020  12:33;30-09-2020  16:08;close;1232.07;178.71;214.45;1410.78;282.1700000000001;1692.95;169.30;203.16;0;0;Cress Sport;YIANQFMJD,SGRWAJMLX,ROSUFNPRI,GLQCUDTBZ,GQDAQWUMS,NAMSGIWGW,EGKGQEJVA,PZNFMNYYM,GEWAZWNQE,XFYCPUYAP,QRQGDXQYM,ABYLSVYAR,SSEAXMIYW,GIXYYYHFC,ZDUKKLPZL,SAIORATKY,GWMDYMUMZ,BHHHUXFOY
296;31-08-2020  09:14;07-09-2020  09:02;close;980.44;80.30;96.36;1060.74;212.04999999999995;1272.79;127.26;152.74;36.93;4.43;Casal Sport;RXMTADATJ,UOZCEXRSR,CLPXTHNVS,KSCLBVFVP,QZEXRNBKR,UBSMHXXZH,XBSIQSBEW,AWPKVUUHQ,QFWCQNQNV
295;28-08-2020  15:11;31-08-2020  09:14;close;793.61;91.10;109.32;884.71;162.13999999999987;1046.85;104.68;125.61;0;0;Casal Sport;JMDBHIDXV,GSRTLSTMC,MNWAYYZPR,GOIXCQBRK,EKEVSMCIR,BYOHYUYQU,BTZFUGHTY,HLXSRORAQ,PTMYNYMWM,AZHMEGUDT
294;28-08-2020  09:08;14-09-2020  13:35;close;2608.22;0.00;0.00;2608.22;521.6200000000003;3129.84;312.98;375.58;137.31;16.48;Sodex International;VGGNSSEDR,CFSYIHNFA,GZAHDWJKN,JXLHBLGHS,OTMKDOELM,NECPGPJLN,DHKHGGXLK,CJSGQMZYH,NQJZSAWUR,DUXHCARGY
293;28-08-2020  08:42;28-08-2020  09:08;close;4775.42;0.00;0.00;4775.42;955.04;5730.46;573.07;687.69;0;0;Sodex International;PGOETTAOM,HKJCPAHPJ,XLYUURNAA,PVIITRYRJ,VXBGXUOMW,SMYCWBKBD,TLXVHLBKK,MNHGDRDAQ,XHXRKAKHX,OOFDUMMNW,IEOYZZCJU,EQHPRGARX,ANKLSJWFU,CSOJNFPDA,JOLAJGKPG,LNETWUVJD,SINJGONAO
292;27-08-2020  15:33;;open;8476.69;863.51;1036.22;9340.20;1546.2099999999991;10886.41;0.00;0.00;229.75;0.00;F.F.T.;XBSIQSBEW,YUAMZMASM,SJFHJVESW,KJMSBHMQE,ZQSRTAWRA,JHFFYPGVK,PEGORUPWI,QYYIYJTLL,WVIXZCNMG,ESCEUMLAK,CGUISARPU,CTOKEVXXZ,DCADHVBHR,RMNRCFLWP,SGRWAJMLX,ROSUFNPRI,AZKCGONIX,KQZMBWFEC,GFDRVVKBD,GQDAQWUMS,LOAIJORQZ,NAMSGIWGW,WHNCOCLKG,TLTBPWBWI,SBPFTDOTS,WQTJQMKYV,SINJGONAO,DGWXRVZUA,ZIJNDPZZX,BNLTRMMCG,SSJYMTQTF,SLLIVTEWU,SQPNCJMVR,BKCRIJZTG,JFSGKNSUR,OIGHPHBVL,THAJHVSAH,VXMKLXGWX,PJKOUHHMD,RPHMTRAEB,YHAUTLQOO,JJKMCJGXN,KDPJFJGEN,NTWVEGTPU,SSEAXMIYW,KXIHBTJBU,ERMOAVTSO,GIXYYYHFC,UFRFZXLVZ,AEOXQFMND,AXRGVZBLK,SAIORATKY,CAAGYRPLL,KCVKNNBWD,YKALUAGII,SUIKSWTPZ,GWMDYMUMZ,ZUIKJVYXE,DGEQQCDVV,AICTRMXDZ,EZXPIPBJS,JMFAETDUA,KACPWRYBN,INTKJFIEO,KGWLEESVH,JROUILPRA,JQHTKZCNZ,KGKWEGAWC,BMWADUMYJ,OZMHSMCAD,XYGHHJUHM,YHABCNXQR,FDCLMJUHA,BODKDRTDN,LTKGRJSUB,YSCAMJMIB,PTCKZZPFI,QRUMQJOYV,DGILJKXMN,GKWPROHPP,TNTKWBRHY,SMYSVFHNJ,GAKTBMXHN,WSLOOZNDO,TDOYSIBGZ,ITTNOQUEP,KMUENNIJJ,NEXOFGRYL,ZRIBGFTTZ,OZUSPJIDK,PTDAAEXEG,RIUPVKDUV,FNAENDKLR,NDFWZMSQJ,OFFRHNKJD,BDNOCMRVX,ITOJSETAW,CIJSKLVRZ,KAKJIHITT
291;27-08-2020  14:44;28-08-2020  15:11;close;179.40;20.80;24.96;200.20;40.04000000000002;240.24;24.03;28.83;0;0;Casal Sport;ETHCYIQWO,WHGQIDVMK
290;27-08-2020  13:28;27-08-2020  14:44;close;124.09;20.80;24.96;144.89;26.27000000000001;171.16;17.12;20.54;0;0;Casal Sport;XTVAQZLBD,VVZFWCTYM
289;27-08-2020  09:47;27-08-2020  13:28;close;222.01;46.60;55.92;268.61;53.72999999999996;322.34;32.24;38.68;0;0;Casal Sport;FRQNOGCEK,BOXEUZXGB,LRTWMLGVL,YJNQVCEJO
288;27-08-2020  09:28;27-08-2020  09:47;close;316.78;7.90;9.48;324.68;64.93;389.61;38.96;46.75;0;0;Casal Sport;IMXEQHJLP,EEFWZJLHN
287;26-08-2020  15:55;27-08-2020  15:33;close;1187.05;99.14;118.97;1286.19;255.8499999999999;1542.04;0.00;0.00;0;0;F.F.T.;YLOILSPDS,SIZMKEPIW,SVGDCIKKO,IGGZXFSFM,ETHCYIQWO,LWVPPBBQU,NCVXHUNKC,QCPGJVSXE,RDNRBLWHS,ULCQWNRMK
286;26-08-2020  15:52;26-08-2020  15:55;close;4501.54;211.95;254.33;4713.49;907.96;5621.45;0.00;0.00;131.35;0.00;F.F.T.;LJMRCWVJD,NYXBDYLLQ,ROKYAKYEB,KTVPITLPF,UORHPNKWN,NRWHPRKRG,NRWHPRKRG,NGWJNFXJR,VTZZVMRUE,RVVYIIUJB,VPREVJVFU,ZQJFYTAGJ,LIMIPGBWO,XYWFZWLNE,BFUCUCQLN,GPTTUGHTE,KULEYMSNJ,HVYWDOEOR,UOBCBCXGW,NCELZANOL,NLHCUOCBD,CTQASVCDN
285;26-08-2020  15:37;27-08-2020  09:28;close;3992.28;139.30;167.16;4131.58;819.54;4951.12;495.11;594.12;0;0;Casal Sport;DUDVSCCUV,VVTYLLTLV,PVKNGBMWL,HPFCBUGIM,RZGJXGCPX,PSVTGGGMB,PSVTGGGMB,LJOGDBQRQ,XSNICTCMI,DAZWQRKTT,QTOMTMHKR,XKBYMOHMA,GYYRZALUL
284;20-08-2020  12:47;26-08-2020  15:37;close;7.93;12.90;15.48;20.83;4.170000000000002;25.00;2.50;3.00;0;0;Casal Sport;GWVUJIPJZ
283;20-08-2020  12:37;20-08-2020  12:47;close;41.87;12.90;15.48;54.77;10.949999999999996;65.72;6.57;7.89;0;0;Casal Sport;BWVELYPPC
282;20-08-2020  12:22;20-08-2020  12:37;close;20.93;12.90;15.48;33.83;6.770000000000003;40.60;4.06;4.87;0;0;Casal Sport;AWIXWJYJO
278;16-08-2020  17:22;01-09-2020  12:33;close;72.24;12.50;15.00;84.74;16.960000000000008;101.70;10.17;12.20;0;0;Cress Sport;KJMSBHMQE
279;16-08-2020  17:22;01-09-2020  12:33;close;5213.27;0.00;0.00;5213.27;1051.4499999999998;6264.72;626.61;751.95;0;0;LSC Maintenance;NLQEHAQSU,UMMDQQFGF,CTOKEVXXZ,RBDKOEYAA,CMNPATHMN,WTBQPILUV,DJMDDRUAZ,VYCTLTIXR,GGZYOGJJR,ZSMOAYUVC,MHZFJUGXL,BXJOHWRPR,WQTJQMKYV,RDVPAKRXU,QFLHSMEVP,JQESMDEGB,QLYRIXVAQ,VKLLTQPOW,YKWQKFDWO,DSVFEQIPX,VBDVDOJQA,VVVYAFUNM,VAJCAHAIS,EKIRUYDLK,HKMUZNEEP,LNQEIZAFI,CJPWNMUXF,KJDHNOPED,WRPGJKQSK,WMDNQVIRN,ZNIIXVGNM,LAWLGXMYK,VTSBUIPLC,ZJKUTNODM,UQTJQLEFU,TFOJVXWDD,VJCQMWKAE,NIWPELXIS,NRJVPMTXT,UUYMOMZHJ,OQFFFXUPS
280;16-08-2020  17:22;15-10-2020  13:19;close;159.31;33.46;40.16;192.77;38.59;231.36;23.14;27.76;0;0;Ballbox;RNQCBXIBP,XFSREIBOC,PSWIADUHY,XFLXWKYHU
281;16-08-2020  17:22;30-09-2020  16:08;close;191.58;0.00;0.00;191.58;38.31999999999999;229.90;26.82;32.19;0;0;Chalet-Jardin;ZDSBOGSRA
274;16-08-2020  17:22;01-09-2020  12:33;close;259.14;0.00;0.00;259.14;51.81999999999999;310.96;31.10;37.32;0;0;Tennis Scorer;KNWQKIHLS
275;16-08-2020  17:22;01-09-2020  12:33;close;20.25;7.90;9.48;28.15;5.630000000000003;33.78;3.10;3.72;0;0;SCFR Impex;KJMSBHMQE
276;16-08-2020  17:22;01-09-2020  12:33;close;2268.57;174.25;209.10;2442.82;488.5499999999997;2931.37;317.58;381.09;0;0;Huck Occitania;ESTEMHNTU,YNJDCPBAF,XIYGSBGTE,XJIQQHOPW,HGPHTNRRP,TFYVORAVC,RNIEEMZEV,YBUEKPFFJ,NQZLTXFIJ
277;16-08-2020  17:22;01-09-2020  12:33;close;992.10;90.00;108.00;1082.10;216.4000000000001;1298.50;140.67;168.81;0;0;Innoquipe;QZEXRNBKR,SJFHJVESW,EOESHMRWC,ZDSBOGSRA,IILLQBSGX,AYLADBHVW,KJMSBHMQE,XYWFZWLNE,QFWCQNQNV,GPTTUGHTE,ZQSRTAWRA,YIANQFMJD,FYLGYDWED
269;16-08-2020  17:22;01-09-2020  12:33;close;2958.16;70.75;84.87;3028.91;605.8299999999999;3634.74;393.75;393.75;0;0;Netsportique;BMSPOYGAA,AYLADBHVW,WIBFURSJO,KNWQKIHLS,UEZPDXTKZ,JVRQVINHB,GPTTUGHTE,VYQYKLQJZ,CSOJNFPDA,YIANQFMJD,FYLGYDWED,LGTVLTXYP,CJSGQMZYH,WAOMXCCDL
270;16-08-2020  17:22;01-09-2020  12:33;close;3204.18;109.50;131.40;3313.68;662.71;3976.39;397.64;477.17;0;0;Manutan Collectivités;TCTXEFUBT,KYQTYFMRB,DIYHMJGSP
271;16-08-2020  17:22;01-09-2020  12:33;close;2353.36;322.00;386.40;2675.36;535;3210.36;321.04;385.24;0;0;VW Sports;WGNTYANCS,QISKSIZHE,KNWQKIHLS,SUWONANQQ,NZDOSIVDK,AZCHAVIPG,EQHPRGARX,EQHPRGARX,YBUEKPFFJ,MAKUHNLUU,IOLUVQXNF,NBLNXWOZM,ZUHSPNVKI,ZUHSPNVKI,LLHUCFTAG
272;16-08-2020  17:22;15-10-2020  13:19;close;120.75;22.90;27.48;143.65;28.72999999999999;172.38;17.23;20.68;0;0;Tupi caoutchouc;OYMUJGFAD,GKWPROHPP
273;16-08-2020  17:22;30-09-2020  16:08;close;133.32;3.99;4.79;137.31;27.439999999999998;164.75;16.48;19.77;0;0;Jumbee;EXNKWFOAZ,GIXYYYHFC,RNEKYNSVD
267;31-07-2020  12:42;;open;0;0;0;0;0;0;0;0;0;0;Planete Tennis;
268;05-08-2020  08:53;;open;0;0;0;0;0;0;0;0;0;0;Supersol;
262;01-08-2020  16:36;16-08-2020  17:22;close;1419.89;58.27;69.90;1478.16;295.64999999999986;1773.81;197.79;197.79;0;0;Netsportique;ARRIIUMPL,UNRCIKGNN,TLXVHLBKK,XHXRKAKHX,ROKYAKYEB,DIYHMJGSP,GMKFUUBBE,LNPKQSREJ,FHXZGGAVV,URHRVLRQI,GKHTRZIEK
263;01-08-2020  16:36;16-08-2020  17:22;close;3421.19;220.00;264.00;3641.19;728.2499999999995;4369.44;436.93;524.34;15.00;1.80;Manutan Collectivités;KWFSICKMS,RXMTADATJ,VEGZSYBMN,AJEMQXNRL,DIAMMAOYV,KQLITIZFQ,RKZRFZHYP,ARHYSCXQG
264;01-08-2020  16:36;16-08-2020  17:22;close;1384.76;203.00;211.40;1587.76;285.3399999999999;1873.10;187.31;224.77;0;0;VW Sports;MTXRQAAHC,BTZFUGHTY,YAFZXBILO,YTKPPMZIR,ZTGSZYIVB,LBVSXUQNI,EWQBXOKVJ,TLXVHLBKK,DLGMITAAN
265;01-08-2020  16:36;16-08-2020  17:22;close;1264.00;11.45;13.74;1275.45;255.08999999999992;1530.54;153.05;183.67;0;0;Tupi caoutchouc;VTZZVMRUE
266;01-08-2020  16:36;16-08-2020  17:22;close;66.66;3.99;4.79;70.65;14.11999999999999;84.77;8.48;10.17;0;0;Jumbee;KFOQQADII
258;01-08-2020  16:36;15-09-2020  20:07;close;448.00;70.00;84.00;518.00;103.60000000000002;621.60;62.16;74.59;87.60;10.51;CIDI Event;LXYDODYME,SKITHVGRF
259;01-08-2020  16:36;01-09-2020  12:33;close;251.85;0.00;0.00;251.85;50.37000000000003;302.22;32.74;39.29;0;0;CMJN IMPRESSION;IDHPTPETT,DIYHMJGSP,DLGMITAAN,ZQSRTAWRA
260;01-08-2020  16:36;16-08-2020  17:22;close;267.75;0.00;0.00;267.75;53.55000000000001;321.30;32.13;38.56;0;0;Tennis Scorer;AXMEWMBYO
261;01-08-2020  16:36;16-08-2020  17:22;close;1823.20;60.70;72.84;1883.90;376.65999999999985;2260.56;207.23;248.67;0;0;SCFR Impex;AWPKVUUHQ,SJFHJVESW,VTZZVMRUE
257;01-08-2020  16:36;16-08-2020  17:22;close;800.85;95.00;114.00;895.85;179.14999999999998;1075.00;116.46;139.75;0;0;Huck Occitania;HWFZHGDNK,PGOETTAOM,BGLFRECCT,XHXRKAKHX,MPSMFGFGW
256;01-08-2020  16:36;16-08-2020  17:22;close;2300.01;70.00;84.00;2370.01;473.9899999999998;2844.00;308.10;369.72;0;0;Innoquipe;YSFZCARBY,ULCQWNRMK,XXOIFNMEM,NQRQJKSPT,MWIKEDJJC,UGSNBIFCQ
255;01-08-2020  16:36;16-08-2020  17:22;close;2481.47;65.00;78.00;2546.47;509.2800000000002;3055.75;305.58;366.70;0;0;Cress Sport;XBSIQSBEW,MWIKEDJJC,UGSNBIFCQ,NRWHPRKRG,NGWJNFXJR,JPGGDFYNR
254;30-07-2020  13:38;28-08-2020  08:42;close;6868.13;0.00;0.00;6868.13;1373.579999999999;8241.71;824.15;989.00;0;0;Sodex International;ZXSBVBGPN,ZSZGSGBQQ,MPTFMGEAU,NDBPNUQAW,KRNOXZKJQ,MEJGCYMCM,LEDHWEZKA,HCYTVFFDJ,OPYWANZOG,FSRICCEUM
253;30-07-2020  13:25;30-07-2020  13:38;close;1956.92;0.00;0.00;1956.92;391.3800000000001;2348.30;234.83;281.80;0;0;Sodex International;LPTSGXCUW
252;30-07-2020  13:17;30-07-2020  13:25;close;114.43;0.00;0.00;114.43;22.879999999999995;137.31;13.73;16.48;0;0;Sodex International;BJXMHZPJP
251;30-07-2020  13:13;30-07-2020  13:17;close;210.94;0.00;0.00;210.94;42.18000000000001;253.12;25.31;30.37;1546.94;185.63;Sodex International;WHPPCRCCZ
250;29-07-2020  13:41;;open;4184.00;0.00;0.00;4184.00;836.8000000000002;5020.80;543.92;652.71;0;0;France Filets;JNDMYQLCR,BRLTAPYLG,DVMOTQAQW,WWIYIZGUH,CILVCGVBA,NJZOFTEZW,ZIIZCKDRN,AAMRDFOHR,VREIXYXRC,AVAUZWFMA,PEMGWRJEF,BWAUWXCAE,XZZQPKOUZ,RIETASSDH,MNMIHDNDJ,ATCUDUOZC,YWGYDEISU,OLUNFHJXM
249;24-07-2020  09:54;30-07-2020  13:13;close;70.00;0.00;0.00;70.00;14;84.00;8.40;10.08;0;0;Sodex International;DOPSNUVWP
248;24-07-2020  09:49;24-07-2020  09:54;close;71.58;0.00;0.00;71.58;14.320000000000007;85.90;8.59;10.31;0;0;Sodex International;AICDZTSDK
